"Rank"	"NodeID"	"Drug"	"Score"
1556	"DB00337"	"pimecrolimus"	0
1557	"DB06762"	"pinacidil"	0
1558	"DB09090"	"pinaverium"	0
1559	"DB16261"	"odevixibat"	0
1560	"DB00043"	"omalizumab"	0
1561	"DB11632"	"opicapone"	0
1562	"DB00884"	"risedronic acid"	0
1563	"DB00478"	"rimantadine"	0
1564	"DB02383"	"tolrestat"	0
1565	"DB01201"	"rifapentine"	0
1566	"DB11155"	"triclocarban"	0
1567	"DB06825"	"triptorelin"	0
1568	"DB09041"	"tavaborole"	0
1569	"DB08900"	"teduglutide"	0
1570	"DB00976"	"telithromycin"	0
1571	"DB04844"	"tetrabenazine"	0
1572	"DB01041"	"thalidomide"	0
1573	"DB00277"	"theophylline"	0
1574	"DB00152"	"thiamine"	0
1575	"DB00372"	"thiethylperazine"	0
1576	"DB04572"	"thiotepa"	0
1577	"DB02513"	"thymol"	0
1578	"DB00906"	"tiagabine"	0
1579	"DB08816"	"ticagrelor"	0
1580	"DB01153"	"sertaconazole"	0
1581	"DB11700"	"setmelanotide"	0
1582	"DB06268"	"sitaxentan"	0
1583	"DB01390"	"sodium bicarbonate"	0
1584	"DB00708"	"sufentanil"	0
1585	"DB00359"	"sulfadiazine"	0
1586	"DB00891"	"sulfapyridine"	0
1587	"DB00263"	"sulfisoxazole"	0
1588	"DB09034"	"suvorexant"	0
1589	"DB00912"	"repaglinide"	0
1590	"DB11753"	"rifamycin"	0
1591	""	"tegoprazan"	0
